Mês,PortoAustraliano,PortoEstrangeiro,País,PassageirosEntrada,FreteEntrada_(toneladas),CorreioEntrada_(toneladas),PassageirosSaída,FreteSaída_(toneladas),CorreioSaída_(toneladas),PassageirosTotal,FreteTotal_(toneladas),CorreioTotal_(toneladas),Ano,NúmeroDoMês,Status
Sep-14,Sydney,Dallas,USA,3269,47.475,0.0,9958,28.383,0.0,13227,75.858,0.0,2014,9,Muito alto
Sep-14,Sydney,Denpasar,Indonesia,17981,441.579,54.039,18653,27.908,0.176,36634,469.487,54.215,2014,9,Muito alto
Sep-14,Sydney,Dubai,United Arab Emirates,38142,1674.102,15.644,33734,704.585,21.57,71876,2378.687,37.214,2014,9,Muito alto
Sep-14,Sydney,Guangzhou,China,12325,584.926,41.771,13178,565.051,35.049,25503,1149.977,76.82,2014,9,Muito alto
Sep-14,Sydney,Hanoi,Vietnam,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2014,9,Baixo
Sep-14,Sydney,Ho Chi Minh City,Vietnam,6584,241.276,0.0,6980,116.905,0.0,13564,358.181,0.0,2014,9,Muito alto
Sep-14,Sydney,Hong Kong,Hong Kong (SAR),36369,2212.294,4.434,38216,983.785,30.446,74585,3196.079,34.88,2014,9,Muito alto
Sep-14,Sydney,Honolulu,USA,17939,245.94,9.147,18301,208.666,2.413,36240,454.606,11.56,2014,9,Muito alto
Sep-14,Sydney,Jakarta,Indonesia,5998,258.466,33.736,5847,108.68,1.376,11845,367.146,35.112,2014,9,Muito alto
Sep-14,Sydney,Johannesburg,South Africa,7343,99.167,3.476,7548,67.222,6.412,14891,166.389,9.888,2014,9,Muito alto
Sep-14,Sydney,Kuala Lumpur,Malaysia,31289,2078.518,137.828,32508,658.536,1.605,63797,2737.054,139.433,2014,9,Muito alto
Sep-14,Sydney,London,UK,12181,581.52,38.982,12411,151.439,67.908,24592,732.959,106.89,2014,9,Muito alto
Sep-14,Sydney,Los Angeles,USA,36309,1382.604,213.796,38800,742.935,39.725,75109,2125.539,253.521,2014,9,Muito alto
Sep-14,Sydney,Louisville,USA,0,1597.646,0.0,0,0.0,0.0,0,1597.646,0.0,2014,9,Baixo
Sep-14,Sydney,Macau,Macau,0,0.0,0.0,0,11.0,0.0,0,11.0,0.0,2014,9,Baixo
Sep-14,Sydney,Manila,Philippines,8379,214.804,5.066,8928,181.664,1.463,17307,396.468,6.529,2014,9,Muito alto
Sep-14,Sydney,Nadi,Fiji,20062,309.68,2.028,20387,182.585,8.831,40449,492.265,10.859,2014,9,Muito alto
Sep-14,Sydney,Nanjing,China,1132,34.12,0.0,1111,1.25,0.0,2243,35.37,0.0,2014,9,Baixo
Sep-14,Sydney,New Delhi,India,2075,109.154,16.416,2239,14.794,0.0,4314,123.948,16.416,2014,9,Baixo
Sep-14,Sydney,New York,USA,4179,432.921,14.79,4822,33.389,12.098,9001,466.31,26.888,2014,9,Muito alto
Sep-14,Sydney,Noumea,New Caledonia,3524,5.802,0.779,3915,71.861,7.292,7439,77.663,8.071,2014,9,Muito alto
Sep-14,Sydney,Phuket,Thailand,3247,44.484,0.0,3607,2.532,0.0,6854,47.016,0.0,2014,9,Muito alto
Sep-14,Sydney,Port Moresby,Papua New Guinea,743,1.879,0.0,809,3.936,1.235,1552,5.815,1.235,2014,9,Baixo
Sep-14,Sydney,Port Vila,Vanuatu,3012,3.101,3.089,3586,15.493,2.195,6598,18.594,5.284,2014,9,Muito alto
Sep-14,Sydney,Queenstown,New Zealand,7789,0.0,0.0,8058,0.0,0.0,15847,0.0,0.0,2014,9,Muito alto
Sep-14,Sydney,Rarotonga,Cook Islands,709,0.0,0.059,804,23.195,0.0,1513,23.195,0.059,2014,9,Baixo
Sep-14,Sydney,Rotorua,New Zealand,660,0.0,0.0,710,0.0,0.0,1370,0.0,0.0,2014,9,Baixo
Sep-14,Sydney,San Francisco,USA,6525,1.0,54.991,6537,125.556,4.36,13062,126.556,59.351,2014,9,Muito alto
Sep-14,Sydney,Santiago,Chile,6197,146.229,0.435,6753,126.222,4.704,12950,272.451,5.139,2014,9,Muito alto
Sep-14,Sydney,Seoul,Korea,11853,261.034,70.872,13193,207.02,3.118,25046,468.054,73.99,2014,9,Muito alto
Sep-14,Sydney,Shanghai,China,14878,834.374,25.748,14988,417.45,52.366,29866,1251.824,78.114,2014,9,Muito alto
Sep-14,Sydney,Shenzhen,China,0,0.0,0.0,0,63.508,0.0,0,63.508,0.0,2014,9,Baixo
Sep-14,Sydney,Singapore,Singapore,59258,3504.319,165.198,55803,1146.467,17.371,115061,4650.786,182.569,2014,9,Muito alto
Sep-14,Sydney,Suva,Fiji,730,0.0,0.0,767,0.0,0.0,1497,0.0,0.0,2014,9,Baixo
Sep-14,Sydney,Taipei,Taiwan,3186,108.909,31.621,3436,82.289,4.642,6622,191.198,36.263,2014,9,Muito alto
Sep-14,Sydney,Tokyo,Japan,14601,947.558,216.181,17182,260.695,41.71,31783,1208.253,257.891,2014,9,Muito alto
Sep-14,Sydney,Tongatapu,Tonga,866,0.49,0.0,1115,1.912,0.0,1981,2.402,0.0,2014,9,Baixo
Sep-14,Sydney,Toronto,Canada,1350,0.0,0.0,1197,0.0,0.0,2547,0.0,0.0,2014,9,Baixo
Sep-14,Sydney,Vancouver,Canada,6545,190.266,29.881,5656,96.889,20.939,12201,287.155,50.82,2014,9,Muito alto
Sep-14,Sydney,Wellington,New Zealand,12074,10.942,0.597,12839,24.026,0.012,24913,34.968,0.609,2014,9,Muito alto
Oct-14,Adelaide,Auckland,New Zealand,3264,15.691,0.0,3535,9.194,0.0,6799,24.885,0.0,2014,10,Muito alto
Oct-14,Adelaide,Bangkok,Thailand,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2014,10,Baixo
Oct-14,Adelaide,Denpasar,Indonesia,7082,2.69,0.0,6631,1.939,0.001,13713,4.629,0.001,2014,10,Muito alto
Oct-14,Adelaide,Dubai,United Arab Emirates,10440,289.364,0.0,5336,298.76,1.164,15776,588.124,1.164,2014,10,Muito alto
Oct-14,Adelaide,Hong Kong,Hong Kong (SAR),4239,160.855,0.0,3263,120.569,0.0,7502,281.424,0.0,2014,10,Muito alto
Oct-14,Adelaide,Kuala Lumpur,Malaysia,10772,165.988,0.0,9813,109.509,0.0,20585,275.497,0.0,2014,10,Muito alto
Oct-14,Adelaide,Singapore,Singapore,8482,398.785,0.0,6628,230.21,0.0,15110,628.995,0.0,2014,10,Muito alto
Oct-14,Brisbane,Abu Dhabi,United Arab Emirates,5439,94.158,0.0,3178,63.214,0.0,8617,157.372,0.0,2014,10,Muito alto
Oct-14,Brisbane,Apia,Western Samoa,542,0.399,0.0,539,0.113,0.0,1081,0.512,0.0,2014,10,Baixo
Oct-14,Brisbane,Auckland,New Zealand,42928,614.284,54.713,46167,685.998,13.132,89095,1300.282,67.845,2014,10,Muito alto
Oct-14,Brisbane,Bangkok,Thailand,8130,336.863,5.945,4999,168.783,0.0,13129,505.646,5.945,2014,10,Muito alto
Oct-14,Brisbane,Christchurch,New Zealand,9350,41.012,0.0,9738,21.474,0.0,19088,62.486,0.0,2014,10,Muito alto
Oct-14,Brisbane,Denpasar,Indonesia,13081,156.285,0.0,11200,5.121,0.031,24281,161.406,0.031,2014,10,Muito alto
Oct-14,Brisbane,Dubai,United Arab Emirates,19352,465.92,1.042,13217,341.253,16.633,32569,807.173,17.675,2014,10,Muito alto
Oct-14,Brisbane,Dunedin,New Zealand,2384,0.022,0.0,2568,0.0,0.0,4952,0.022,0.0,2014,10,Baixo
Oct-14,Brisbane,Espiritu Santo,Vanuatu,301,0.0,0.0,311,0.595,0.0,612,0.595,0.0,2014,10,Baixo
Oct-14,Brisbane,Guangzhou,China,3358,149.618,22.505,3091,107.57,0.0,6449,257.188,22.505,2014,10,Muito alto
Oct-14,Brisbane,Hong Kong,Hong Kong (SAR),16341,723.942,27.967,13617,449.544,8.883,29958,1173.486,36.85,2014,10,Muito alto
Oct-14,Brisbane,Honiara,Solomon Islands,2432,10.455,0.0,2448,82.208,0.0,4880,92.663,0.0,2014,10,Baixo
Oct-14,Brisbane,Honolulu,USA,3756,36.349,0.0,2897,24.846,0.153,6653,61.195,0.153,2014,10,Muito alto
Oct-14,Brisbane,Kuala Lumpur,Malaysia,6994,310.141,14.646,4562,193.174,0.0,11556,503.315,14.646,2014,10,Muito alto
Oct-14,Brisbane,Los Angeles,USA,17161,426.844,18.654,15066,274.532,23.049,32227,701.376,41.703,2014,10,Muito alto
Oct-14,Brisbane,Manila,Philippines,1034,5.697,4.714,753,0.9,0.292,1787,6.597,5.006,2014,10,Baixo
Oct-14,Brisbane,Nadi,Fiji,9295,33.559,0.0,8736,31.806,1.167,18031,65.365,1.167,2014,10,Muito alto
Oct-14,Brisbane,Nauru,Nauru,852,0.176,0.009,909,71.207,1.558,1761,71.383,1.567,2014,10,Baixo
Oct-14,Brisbane,Noumea,New Caledonia,1855,1.182,0.0,1749,15.969,0.176,3604,17.151,0.176,2014,10,Baixo
Oct-14,Brisbane,Port Moresby,Papua New Guinea,8997,34.976,0.019,8107,421.359,18.78,17104,456.335,18.799,2014,10,Muito alto
Oct-14,Brisbane,Port Vila,Vanuatu,3691,3.782,0.073,3220,21.912,0.127,6911,25.694,0.2,2014,10,Muito alto
Oct-14,Brisbane,Queenstown,New Zealand,1434,0.0,0.0,1715,0.0,0.0,3149,0.0,0.0,2014,10,Baixo
Oct-14,Brisbane,Seoul,Korea,3961,41.385,15.444,2854,107.377,0.581,6815,148.762,16.025,2014,10,Muito alto
Oct-14,Brisbane,Singapore,Singapore,38031,1504.468,33.831,29402,1611.694,12.712,67433,3116.162,46.543,2014,10,Muito alto
Oct-14,Brisbane,Taipei,Taiwan,4285,130.825,11.873,4063,120.2,0.0,8348,251.025,11.873,2014,10,Muito alto
Oct-14,Brisbane,Wellington,New Zealand,9149,0.0,0.0,9373,0.0,0.0,18522,0.0,0.0,2014,10,Muito alto
Oct-14,Cairns,Auckland,New Zealand,2103,6.336,0.0,2477,1.0,0.0,4580,7.336,0.0,2014,10,Baixo
Oct-14,Cairns,Guam,Guam,808,0.0,0.0,733,1.913,0.001,1541,1.913,0.001,2014,10,Baixo
Oct-14,Cairns,Hong Kong,Hong Kong (SAR),2663,46.162,0.0,2788,181.996,0.0,5451,228.158,0.0,2014,10,Muito alto
Oct-14,Cairns,Osaka,Japan,4384,40.763,0.0,3663,15.595,0.031,8047,56.358,0.031,2014,10,Muito alto
Oct-14,Cairns,Port Moresby,Papua New Guinea,4091,5.829,0.0,3580,3.317,0.08,7671,9.146,0.08,2014,10,Muito alto
Oct-14,Cairns,Rabaul,Papua New Guinea,206,0.0,0.0,150,0.0,0.0,356,0.0,0.0,2014,10,Baixo
Oct-14,Cairns,Tokyo,Japan,7460,40.532,12.59,5198,27.932,0.0,12658,68.464,12.59,2014,10,Muito alto
Oct-14,Darwin,Denpasar,Indonesia,6495,1.169,0.0,6115,0.0,0.0,12610,1.169,0.0,2014,10,Muito alto
Oct-14,Darwin,Kuala Lumpur,Malaysia,1290,1.589,0.0,804,0.027,0.0,2094,1.616,0.0,2014,10,Baixo
Oct-14,Darwin,Manila,Philippines,649,2.693,0.0,644,0.0,0.0,1293,2.693,0.0,2014,10,Baixo
Oct-14,Darwin,Singapore,Singapore,6254,14.772,0.0,5003,5.634,0.0,11257,20.406,0.0,2014,10,Muito alto
Oct-14,Gold Coast,Auckland,New Zealand,13288,2.317,0.0,13662,1.036,15.344,26950,3.353,15.344,2014,10,Muito alto
Oct-14,Gold Coast,Christchurch,New Zealand,3978,0.0,0.0,3900,0.094,0.0,7878,0.094,0.0,2014,10,Muito alto
Oct-14,Gold Coast,Kuala Lumpur,Malaysia,9448,37.594,0.0,8022,0.99,0.0,17470,38.584,0.0,2014,10,Muito alto
Oct-14,Gold Coast,Osaka,Japan,0,0.0,0.0,27,0.0,0.0,27,0.0,0.0,2014,10,Baixo
Oct-14,Gold Coast,Singapore,Singapore,4115,100.525,0.0,3549,15.893,0.0,7664,116.418,0.0,2014,10,Muito alto
Oct-14,Gold Coast,Tokyo,Japan,7568,129.865,12.134,4912,9.137,7.842,12480,139.002,19.976,2014,10,Muito alto
Oct-14,Melbourne,Abu Dhabi,United Arab Emirates,9788,351.37,22.659,8164,372.785,1.294,17952,724.155,23.953,2014,10,Muito alto
Oct-14,Melbourne,Auckland,New Zealand,47545,1263.193,120.141,46704,1021.01,54.242,94249,2284.203,174.383,2014,10,Muito alto
Oct-14,Melbourne,Bandar Seri Begawan,Brunei,6530,190.704,6.327,4129,313.409,0.0,10659,504.113,6.327,2014,10,Muito alto
Oct-14,Melbourne,Bangkok,Thailand,18091,873.561,79.812,12454,720.104,1.089,30545,1593.665,80.901,2014,10,Muito alto
Oct-14,Melbourne,Beijing,China,1392,5.3,0.0,1282,53.782,0.0,2674,59.082,0.0,2014,10,Baixo
Oct-14,Melbourne,Chengdu,China,2690,67.365,0.0,2196,1.576,0.0,4886,68.941,0.0,2014,10,Baixo
Oct-14,Melbourne,Chongqing,China,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2014,10,Baixo
Oct-14,Melbourne,Christchurch,New Zealand,12002,50.773,0.0,11801,53.141,0.0,23803,103.914,0.0,2014,10,Muito alto
Oct-14,Melbourne,Denpasar,Indonesia,24179,451.607,50.673,23382,112.023,0.072,47561,563.63,50.745,2014,10,Muito alto
Oct-14,Melbourne,Doha,Qatar,9357,388.858,77.004,5935,511.653,0.008,15292,900.511,77.012,2014,10,Muito alto
Oct-14,Melbourne,Dubai,United Arab Emirates,30158,821.674,2.896,14075,1678.356,4.555,44233,2500.03,7.451,2014,10,Muito alto
Oct-14,Melbourne,Guangzhou,China,11422,371.523,40.368,10370,240.954,0.0,21792,612.477,40.368,2014,10,Muito alto
Oct-14,Melbourne,Ho Chi Minh City,Vietnam,7707,241.061,0.0,4925,117.948,0.0,12632,359.009,0.0,2014,10,Muito alto
Oct-14,Melbourne,Hong Kong,Hong Kong (SAR),29699,1425.151,90.772,25937,1307.614,12.138,55636,2732.765,102.91,2014,10,Muito alto
Oct-14,Melbourne,Honolulu,USA,3407,42.11,0.0,2767,37.001,0.0,6174,79.111,0.0,2014,10,Muito alto
Oct-14,Melbourne,Jakarta,Indonesia,2608,94.128,7.083,2086,38.88,0.0,4694,133.008,7.083,2014,10,Baixo
Oct-14,Melbourne,Kuala Lumpur,Malaysia,38480,1071.584,58.16,30794,671.604,0.0,69274,1743.188,58.16,2014,10,Muito alto
Oct-14,Melbourne,London,UK,5885,222.008,31.161,3838,70.086,60.276,9723,292.094,91.437,2014,10,Muito alto
Oct-14,Melbourne,Los Angeles,USA,20952,110.196,53.523,19340,274.227,39.453,40292,384.423,92.976,2014,10,Muito alto
Oct-14,Melbourne,Manila,Philippines,2704,123.995,0.0,2100,99.609,0.0,4804,223.604,0.0,2014,10,Baixo
Oct-14,Melbourne,Nadi,Fiji,8463,19.038,0.0,7978,15.009,0.0,16441,34.047,0.0,2014,10,Muito alto
Oct-14,Melbourne,New Delhi,India,2769,51.714,2.781,2618,13.05,0.0,5387,64.764,2.781,2014,10,Muito alto
Oct-14,Melbourne,Noumea,New Caledonia,975,0.289,0.0,803,2.445,1.77,1778,2.734,1.77,2014,10,Baixo
Oct-14,Melbourne,Osaka,Japan,245,28.55,0.0,114,12.577,0.0,359,41.127,0.0,2014,10,Baixo
Oct-14,Melbourne,Phuket,Thailand,3679,82.789,0.0,3759,2.221,0.0,7438,85.01,0.0,2014,10,Muito alto
Oct-14,Melbourne,Port Vila,Vanuatu,440,0.165,0.086,228,0.499,0.0,668,0.664,0.086,2014,10,Baixo
Oct-14,Melbourne,Queenstown,New Zealand,2799,0.0,0.0,2420,0.0,0.0,5219,0.0,0.0,2014,10,Muito alto
Oct-14,Melbourne,Seoul,Korea,0,0.0,0.0,0,31.902,0.0,0,31.902,0.0,2014,10,Baixo
Oct-14,Melbourne,Shanghai,China,9151,314.928,0.0,7737,330.582,0.0,16888,645.51,0.0,2014,10,Muito alto
Oct-14,Melbourne,Singapore,Singapore,56122,2820.375,115.499,42175,2720.977,27.279,98297,5541.352,142.778,2014,10,Muito alto
Oct-14,Melbourne,Surabaya,Indonesia,0,0.0,0.0,0,104.725,0.0,0,104.725,0.0,2014,10,Baixo
Oct-14,Melbourne,Tianjin,China,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2014,10,Baixo
Oct-14,Melbourne,Tokyo,Japan,4235,141.615,16.706,4001,117.458,0.0,8236,259.073,16.706,2014,10,Muito alto
Oct-14,Melbourne,Wellington,New Zealand,8434,15.695,0.0,8550,21.285,0.0,16984,36.98,0.0,2014,10,Muito alto
Oct-14,Norfolk Island,Auckland,New Zealand,420,7.011,0.052,440,0.183,0.029,860,7.194,0.081,2014,10,Baixo
Oct-14,Perth,Abu Dhabi,United Arab Emirates,7694,38.468,0.007,4492,69.808,0.0,12186,108.276,0.007,2014,10,Muito alto
Oct-14,Perth,Auckland,New Zealand,7795,333.296,33.455,8260,340.809,0.0,16055,674.105,33.455,2014,10,Muito alto
Oct-14,Perth,Bangkok,Thailand,4897,211.796,9.161,3932,92.836,0.0,8829,304.632,9.161,2014,10,Muito alto
Oct-14,Perth,Denpasar,Indonesia,45622,31.562,0.939,40938,25.916,3.2,86560,57.478,4.139,2014,10,Muito alto
Oct-14,Perth,Doha,Qatar,9352,431.289,0.0,5321,407.018,0.0,14673,838.307,0.0,2014,10,Muito alto
Oct-14,Perth,Dubai,United Arab Emirates,26949,690.474,0.13,13542,658.315,3.09,40491,1348.789,3.22,2014,10,Muito alto
Oct-14,Perth,Guangzhou,China,2709,47.486,0.0,2041,10.124,0.0,4750,57.61,0.0,2014,10,Baixo
Oct-14,Perth,Hong Kong,Hong Kong (SAR),9650,324.722,0.0,8372,256.979,0.0,18022,581.701,0.0,2014,10,Muito alto
Oct-14,Perth,Jakarta,Indonesia,2639,10.875,0.435,2186,0.978,0.0,4825,11.853,0.435,2014,10,Baixo
Oct-14,Perth,Johannesburg,South Africa,7403,101.708,1.06,5419,201.068,0.0,12822,302.776,1.06,2014,10,Muito alto
Oct-14,Perth,Kota Kinabalu,Malaysia,504,0.0,0.0,439,0.443,0.0,943,0.443,0.0,2014,10,Baixo
Oct-14,Perth,Kuala Lumpur,Malaysia,24392,493.304,13.461,18690,260.749,0.0,43082,754.053,13.461,2014,10,Muito alto
Oct-14,Perth,Lombok,Indonesia,917,0.0,0.0,732,0.0,0.0,1649,0.0,0.0,2014,10,Baixo
Oct-14,Perth,Mauritius,Mauritius,2246,45.155,0.426,2117,20.244,0.0,4363,65.399,0.426,2014,10,Baixo
Oct-14,Perth,Phuket,Thailand,2764,0.321,0.0,2704,1.331,0.0,5468,1.652,0.0,2014,10,Muito alto
Oct-14,Perth,Singapore,Singapore,48671,1071.425,11.401,39747,1397.175,0.868,88418,2468.6,12.269,2014,10,Muito alto
Oct-14,Sunshine Coast,Auckland,New Zealand,1022,0.0,0.0,1046,0.0,0.0,2068,0.0,0.0,2014,10,Baixo
Oct-14,Sydney,Abu Dhabi,United Arab Emirates,19989,646.704,34.346,13708,601.856,2.667,33697,1248.56,37.013,2014,10,Muito alto
Oct-14,Sydney,Anchorage,USA,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2014,10,Baixo
Oct-14,Sydney,Apia,Western Samoa,1313,1.582,0.0,1412,1.109,0.0,2725,2.691,0.0,2014,10,Baixo
Oct-14,Sydney,Auckland,New Zealand,63975,1823.317,95.722,66786,2835.063,98.899,130761,4658.38,194.621,2014,10,Muito alto
Oct-14,Sydney,Bangkok,Thailand,24035,622.633,95.497,18768,383.279,18.697,42803,1005.912,114.194,2014,10,Muito alto
Oct-14,Sydney,Beijing,China,5480,94.806,49.079,4914,111.314,35.095,10394,206.12,84.174,2014,10,Muito alto
Oct-14,Sydney,Chicago,USA,0,744.914,5.719,0,0.381,0.0,0,745.295,5.719,2014,10,Baixo
Oct-14,Sydney,Chongqing,China,1338,80.68,0.0,1271,34.295,0.0,2609,114.975,0.0,2014,10,Baixo
Oct-14,Sydney,Christchurch,New Zealand,20967,608.874,2.673,22473,176.583,0.043,43440,785.457,2.716,2014,10,Muito alto
Oct-14,Sydney,Dallas,USA,9090,20.014,0.0,9097,43.55,0.0,18187,63.564,0.0,2014,10,Muito alto
Oct-14,Sydney,Denpasar,Indonesia,20648,458.895,46.419,18118,39.531,0.302,38766,498.426,46.721,2014,10,Muito alto
Oct-14,Sydney,Dubai,United Arab Emirates,39344,1608.349,19.212,22587,556.411,23.341,61931,2164.76,42.553,2014,10,Muito alto
Oct-14,Sydney,Guangzhou,China,14411,645.757,47.704,13685,541.553,39.168,28096,1187.31,86.872,2014,10,Muito alto
Oct-14,Sydney,Ho Chi Minh City,Vietnam,8042,253.451,0.0,5917,156.218,0.0,13959,409.669,0.0,2014,10,Muito alto
Oct-14,Sydney,Hong Kong,Hong Kong (SAR),40072,2108.926,4.318,35492,1025.596,41.561,75564,3134.522,45.879,2014,10,Muito alto
Oct-14,Sydney,Honolulu,USA,21289,453.979,8.341,17058,193.81,0.968,38347,647.789,9.309,2014,10,Muito alto
Oct-14,Sydney,Jakarta,Indonesia,7473,288.525,39.782,5840,102.862,1.924,13313,391.387,41.706,2014,10,Muito alto
Oct-14,Sydney,Johannesburg,South Africa,7703,134.232,3.703,5751,48.415,4.618,13454,182.647,8.321,2014,10,Muito alto
Oct-14,Sydney,Kuala Lumpur,Malaysia,37523,1796.322,135.484,26429,595.124,3.852,63952,2391.446,139.336,2014,10,Muito alto
Oct-14,Sydney,London,UK,12925,617.662,37.059,9403,143.676,75.94,22328,761.338,112.999,2014,10,Muito alto
Oct-14,Sydney,Los Angeles,USA,41576,1300.795,241.992,35482,734.308,44.903,77058,2035.103,286.895,2014,10,Muito alto
Oct-14,Sydney,Louisville,USA,0,1542.653,0.0,0,0.0,0.0,0,1542.653,0.0,2014,10,Baixo
Oct-14,Sydney,Manila,Philippines,12020,230.234,8.033,9261,222.21,1.931,21281,452.444,9.964,2014,10,Muito alto
Oct-14,Sydney,Nadi,Fiji,21239,299.681,2.506,20292,255.644,11.068,41531,555.325,13.574,2014,10,Muito alto
Oct-14,Sydney,Nanjing,China,1406,68.063,0.0,946,1.884,0.0,2352,69.947,0.0,2014,10,Baixo
Oct-14,Sydney,New Delhi,India,3949,153.252,13.897,2527,17.761,0.0,6476,171.013,13.897,2014,10,Muito alto
Oct-14,Sydney,New York,USA,4719,405.571,17.596,3741,27.817,13.552,8460,433.388,31.148,2014,10,Muito alto
Oct-14,Sydney,Noumea,New Caledonia,4173,4.756,0.798,4191,85.721,7.906,8364,90.477,8.704,2014,10,Muito alto
Oct-14,Sydney,Phuket,Thailand,3825,86.183,0.0,3493,2.924,0.0,7318,89.107,0.0,2014,10,Muito alto
Oct-14,Sydney,Port Moresby,Papua New Guinea,737,3.292,0.0,760,1.746,0.0,1497,5.038,0.0,2014,10,Baixo
Oct-14,Sydney,Port Vila,Vanuatu,3759,5.05,3.323,3233,27.913,3.177,6992,32.963,6.5,2014,10,Muito alto
Oct-14,Sydney,Queenstown,New Zealand,6785,0.0,0.0,6155,0.0,0.0,12940,0.0,0.0,2014,10,Muito alto
Oct-14,Sydney,Rarotonga,Cook Islands,732,0.0,0.042,756,25.68,0.0,1488,25.68,0.042,2014,10,Baixo
Oct-14,Sydney,Rotorua,New Zealand,855,0.0,0.0,905,0.0,0.0,1760,0.0,0.0,2014,10,Baixo
Oct-14,Sydney,San Francisco,USA,7041,3.431,85.351,6559,143.44,6.42,13600,146.871,91.771,2014,10,Muito alto
Oct-14,Sydney,Santiago,Chile,7259,117.11,0.177,6832,200.574,4.86,14091,317.684,5.037,2014,10,Muito alto
Oct-14,Sydney,Seoul,Korea,14411,296.316,76.189,13095,234.45,2.948,27506,530.766,79.137,2014,10,Muito alto
Oct-14,Sydney,Shanghai,China,18036,878.552,50.3,14668,486.513,57.32,32704,1365.065,107.62,2014,10,Muito alto
Oct-14,Sydney,Shenzhen,China,0,0.0,0.0,0,57.359,0.0,0,57.359,0.0,2014,10,Baixo
Oct-14,Sydney,Singapore,Singapore,63146,3528.663,195.914,47692,1269.74,18.697,110838,4798.403,214.611,2014,10,Muito alto
Oct-14,Sydney,Suva,Fiji,904,0.465,0.0,675,0.0,0.0,1579,0.465,0.0,2014,10,Baixo
Oct-14,Sydney,Taipei,Taiwan,3009,116.496,33.947,2855,131.571,4.832,5864,248.067,38.779,2014,10,Muito alto
Oct-14,Sydney,Tianjin,China,0,0.0,0.0,0,68.735,0.0,0,68.735,0.0,2014,10,Baixo
Oct-14,Sydney,Tokyo,Japan,18031,894.998,244.953,15327,278.911,47.411,33358,1173.909,292.364,2014,10,Muito alto
Oct-14,Sydney,Tongatapu,Tonga,916,1.219,0.0,1059,0.535,0.0,1975,1.754,0.0,2014,10,Baixo
Oct-14,Sydney,Toronto,Canada,1959,0.0,0.0,960,0.0,0.0,2919,0.0,0.0,2014,10,Baixo
Oct-14,Sydney,Vancouver,Canada,5514,254.636,30.785,4035,101.348,24.812,9549,355.984,55.597,2014,10,Muito alto
Oct-14,Sydney,Wellington,New Zealand,14513,11.036,0.203,15462,23.98,0.013,29975,35.016,0.216,2014,10,Muito alto
Nov-14,Adelaide,Auckland,New Zealand,3142,19.499,0.0,3471,18.965,0.0,6613,38.464,0.0,2014,11,Muito alto
Nov-14,Adelaide,Denpasar,Indonesia,5415,3.103,0.0,5261,0.0,0.021,10676,3.103,0.021,2014,11,Muito alto
Nov-14,Adelaide,Dubai,United Arab Emirates,7009,227.493,0.0,6806,232.073,1.893,13815,459.566,1.893,2014,11,Muito alto
Nov-14,Adelaide,Hong Kong,Hong Kong (SAR),3451,152.548,0.0,3423,115.333,0.0,6874,267.881,0.0,2014,11,Muito alto
Nov-14,Adelaide,Kuala Lumpur,Malaysia,7377,204.218,0.0,8070,132.317,0.0,15447,336.535,0.0,2014,11,Muito alto
Nov-14,Adelaide,Singapore,Singapore,7572,395.609,0.0,7979,326.276,0.0,15551,721.885,0.0,2014,11,Muito alto
Nov-14,Brisbane,Abu Dhabi,United Arab Emirates,4004,69.555,0.0,3193,146.592,0.001,7197,216.147,0.001,2014,11,Muito alto
Nov-14,Brisbane,Apia,Western Samoa,671,0.555,0.0,717,0.588,0.0,1388,1.143,0.0,2014,11,Baixo
Nov-14,Brisbane,Auckland,New Zealand,37394,754.335,61.51,41575,706.571,17.242,78969,1460.906,78.752,2014,11,Muito alto
Nov-14,Brisbane,Bangkok,Thailand,5783,278.213,6.102,5999,265.4,0.0,11782,543.613,6.102,2014,11,Muito alto
Nov-14,Brisbane,Christchurch,New Zealand,8981,39.059,0.0,9588,22.49,0.0,18569,61.549,0.0,2014,11,Muito alto
Nov-14,Brisbane,Denpasar,Indonesia,10929,220.37,0.0,11141,7.061,0.03,22070,227.431,0.03,2014,11,Muito alto
Nov-14,Brisbane,Dubai,United Arab Emirates,14431,384.894,3.173,14525,477.604,33.321,28956,862.498,36.494,2014,11,Muito alto
Nov-14,Brisbane,Dunedin,New Zealand,1874,0.194,0.0,1895,0.0,0.0,3769,0.194,0.0,2014,11,Baixo
Nov-14,Brisbane,Espiritu Santo,Vanuatu,279,0.0,0.0,322,1.898,0.0,601,1.898,0.0,2014,11,Baixo
Nov-14,Brisbane,Guangzhou,China,4189,163.238,23.227,4078,142.714,0.0,8267,305.952,23.227,2014,11,Muito alto
Nov-14,Brisbane,Hong Kong,Hong Kong (SAR),13004,808.028,38.227,14329,543.395,6.73,27333,1351.423,44.957,2014,11,Muito alto
Nov-14,Brisbane,Honiara,Solomon Islands,1989,8.439,0.0,1959,68.339,0.0,3948,76.778,0.0,2014,11,Baixo
